N,P,K,temperature,humidity,ph,rainfall,label,soil_moisture,soil_type,sunlight_exposure,wind_speed,co2_concentration,organic_matter,irrigation_frequency,crop_density,pest_pressure,fertilizer_usage,growth_stage,urban_area_proximity,water_source_type,frost_risk,water_usage_efficiency
18,55,19,25.006956,74.750672,6.577564,62.666017,blackgram,26.54309,3,8.45306,13.45594,429.099832,6.423914,5,14.315134,3.602794,67.729615,2,9.394092,1,40.381962,3.028933
12,41,34,25.849821,83.354008,6.509024,53.034389,mungbean,19.857893,3,6.849969,7.753665,403.127964,6.179264,3,19.439861,94.097156,117.764268,1,30.668704,3,46.059973,3.892359
21,34,44,27.664381,85.937347,5.853585,128.621842,pomegranate,19.272004,2,8.918911,2.805418,360.471383,6.520034,4,5.643385,71.961499,174.32274,2,16.064098,2,69.548779,3.860455
28,27,34,32.45465292,50.69693751,6.526654345,95.04871605,mango,20.16287908097148,1,10.51943841792308,5.008334436768767,412.9746557984709,1.9562090314633784,3,8.39208592476675,17.626101614922206,156.43312607480055,2,13.19785228797688,1,84.7094727164004,3.4120437769192806
14,71,20,16.852753,21.804379,6.778343,39.394471,kidneybeans,20.961907,2,7.773411,16.985206,361.104273,3.560917,2,8.5101,49.339439,85.057017,2,2.163098,2,9.653882,4.213577
19,21,5,15.704968,94.057129,6.844517,141.521837,orange,16.564074,2,5.553405,9.895609,408.024731,4.757706,3,9.736123,98.705137,125.309743,1,4.198535,2,84.104169,2.419248
25,18,17,26.625113,53.781387,5.800367,176.842827,mango,19.699442,1,5.10145,14.91788,404.773392,9.18042,3,10.413148,96.161593,171.280871,3,28.229013,1,20.921309,3.441615
10,41,20,32.465587,86.796125,6.73845,57.420067,mungbean,23.858481,1,5.15694,19.117272,405.692383,6.96972,1,18.473423,95.434949,140.778904,3,28.111139,1,36.660049,3.259792
87,59,78,21.120841,73.9991,6.374156,69.46132,maize,24.616714,3,5.99858,2.81459,369.20909,5.992226,2,11.144111,11.324259,149.22493,2,47.761922,2,22.288451,2.237467
24,71,20,17.386553,60.71458,7.063028,43.317249,lentil,23.465164,3,8.242785,7.815056,390.191397,7.686661,3,12.363822,58.2964,125.378676,3,20.171124,2,4.09586,3.918477
25,55,10,26.804699,51.534266,4.432018,49.08972,mothbeans,18.691906,1,9.420493,15.045992,420.504147,9.341992,5,9.244008,44.991616,172.087757,2,0.612876,2,19.085474,4.112683
18,21,24,23.059046,93.362856,6.015926,95.837566,grapes,24.297851,1,9.239378,7.809501,388.958815,2.077874,5,5.288893,98.906483,137.434475,1,40.603929,2,47.324109,3.734421
11,54,13,27.043314,53.876823,5.486132,36.624199,mothbeans,22.704231,1,5.786534,2.767101,374.397253,9.47768,2,5.772899,91.017557,94.167851,3,46.866104,1,53.146156,1.852061
85,56,70,24.607121,71.971753,5.921361,96.324022,maize,18.582705,3,5.391131,4.965448,435.913872,1.080215,5,9.666384,60.33317,153.862087,3,49.80369,2,74.502855,2.785399
104,24,22,22.935493,90.406742,5.483493,203.983279,coffee,26.321947,1,8.610804,16.495842,421.839966,9.345492,4,19.380017,52.774637,133.657105,3,48.908785,2,12.631455,4.562908
69,66,49,40.00439101,90.17015833,6.52711001,92.11877372,papaya,16.741834928011453,2,10.695138267239702,15.726241162858926,392.8326348204279,8.856081603957097,2,13.064711715937603,74.45537944418284,141.23295765435176,1,22.334565701480507,3,16.992405445615134,1.6612679593527049
18,21,21,18.99416,93.09584,6.633847,150.981397,orange,12.392297,1,7.241925,8.611252,446.470881,5.667613,2,15.890917,73.255597,159.306927,3,24.563024,3,35.867627,2.025779
39,69,53,25.9300384,93.02357765,6.964955435,241.8202079,papaya,11.945961317375025,1,11.131772235434482,18.672345373882603,431.7912529958204,7.639771342866624,5,8.043340862079674,48.7883058125548,178.76407708699185,3,46.55891756333332,3,47.32347822146975,2.554775988429912
24,13,6,16.957815,93.823322,7.042493,137.558276,orange,16.838532,1,7.62273,12.699936,368.737428,1.41661,6,18.580979,85.566114,197.319531,2,23.148714,3,13.354658,3.69074
14,58,18,20.937702,60.90841,6.075808,44.080479,lentil,10.048051,1,11.592203,4.0556,413.950211,2.932233,1,6.187082,76.043538,121.144872,2,8.505098,2,10.366237,3.593597
82,27,54,28.785946,81.472497,5.87717,75.714712,watermelon,21.500784,2,7.409772,17.25474,366.507608,5.721823,4,11.995703,30.019084,124.115811,3,37.310336,1,34.450236,1.871513
27,10,21,24.518805,90.276689,7.324142,184.867769,orange,10.076847,2,11.629562,13.257027,420.332054,3.322806,6,15.636336,78.98973,163.703264,3,32.146666,1,0.683056,2.64141
35,67,25,26.026406,54.71612,6.110026,75.04236,pigeonpeas,18.54747,1,11.114586,18.014148,363.839914,1.0364,5,12.884575,60.290426,93.167338,3,18.844661,1,5.131065,3.240278
28,43,24,26.316815,74.089355,6.638329,46.837725,blackgram,10.935513,3,5.341796,10.15218,360.193995,4.162962,3,18.594863,62.977446,95.931713,2,15.990733,3,48.156266,3.967515
26,45,24,31.71427,75.4193,6.123216,30.472956,blackgram,29.090167,1,6.401005,16.597864,428.705704,3.487991,2,13.285059,84.612957,181.465861,2,18.288117,1,48.67003,4.63015
57,60,84,19.1034283,17.26184541,6.586777189,75.49101167,chickpea,26.772502737496232,2,10.74922772371636,19.822042342362703,408.3103542305387,4.7958284134777225,1,11.52580421177343,6.868434212639296,96.524692677145,1,12.114823267848374,1,63.088957441034566,4.574147963115351
117,13,50,32.547035,81.945298,5.444818,45.466416,watermelon,25.743941,1,8.234686,11.496,399.09081,5.503061,6,8.130292,85.426556,71.997455,1,10.114025,1,9.951397,1.680244
27,22,16,19.106056,84.633316,6.032425,61.632981,grapes,29.968868,2,7.604907,7.66749,356.663239,7.160958,1,18.091815,48.334605,181.776855,1,12.248265,1,16.162898,2.367323
98,26,52,27.33897716,90.69759008,6.150090899,28.69113835,muskmelon,17.276004022599764,2,9.381572324379013,12.501276558513158,357.04673209926955,6.418925587904132,3,6.8125564812920585,67.13482843140206,133.24279479028075,2,21.34579603434077,3,60.12253684150461,4.120247848707674
17,56,17,27.94293692,45.41393636,5.9565851,69.66289997,mothbeans,13.351745529739055,1,7.160445134450459,19.010130309102703,424.595452083842,7.951117757939804,2,16.721682918005015,46.59621541754919,197.86721849164235,1,20.44994482077998,2,31.727080435722183,3.207565569137837
16,34,33,34.563655,74.8714,7.135891,94.922275,mango,14.581303,2,6.913056,8.710954,390.540926,5.732399,3,14.692004,78.259563,107.114933,3,29.725306,2,52.10448,3.263811
110,28,46,24.29105004,88.04541346,6.49889585,51.26046418,watermelon,26.31443477323952,2,8.00074455750525,14.256582480513469,434.8112383432898,4.163335207559089,6,16.85498145265477,14.118301723722473,156.54657477867374,3,25.65840572536876,1,88.96734455733026,4.790804024393259
111,12,49,31.011573,87.813352,6.552778,69.401482,watermelon,24.989996,1,5.429804,7.687645,361.862598,9.644577,4,16.293165,28.031692,109.739282,1,16.136474,1,56.971046,3.122516
27,16,49,21.979133,82.569618,6.557882,199.123247,pomegranate,18.695308,1,6.152456,6.019952,442.228161,5.16989,5,14.287873,97.020081,82.01093,3,44.978409,3,87.626316,2.100072
94,27,26,22.972189,91.329607,4.483519,207.656206,coffee,27.750608,2,7.973706,15.841289,389.611192,8.448978,6,13.598054,69.181236,158.636772,3,24.107135,1,10.412147,1.843955
29,22,40,23.62600218,89.73266695,6.145104401,107.6836871,pomegranate,26.838771128325185,2,9.53382864057151,14.73810601866404,438.2170099794992,2.888362245534815,2,11.03547491070291,53.77803970521513,168.47286975292036,2,2.917295977621293,3,10.722033358024408,3.9456994372554406
88,63,57,30.053563,88.541196,5.653104,197.737696,banana,16.370779,3,6.542076,1.680136,405.708046,3.501024,5,17.957151,88.505332,169.845232,1,18.563917,2,37.429554,1.20909
49,23,41,29.010935,90.449409,7.353614,195.308319,papaya,29.448162,2,5.166438,7.933465,358.264152,2.079198,4,10.294913,31.575732,94.086407,2,35.938403,2,24.795665,3.539139
25,23,18,9.680125,85.149652,6.480156,84.871209,grapes,14.909793,2,8.470304,18.78415,372.019144,4.951271,4,16.693322,65.265932,163.843284,1,22.224284,1,51.865907,1.01212
108,11,22,26.331151,94.843661,4.631584,231.541716,coffee,28.577421,1,5.537553,11.436665,351.582519,1.685862,6,10.24117,14.958448,133.426796,1,29.241974,3,38.618289,3.190149
113,23,75,37.41551,92.272398,6.471567,27.406139,muskmelon,15.624791,1,8.072176,18.545457,367.83273,7.713847,4,9.180452,28.595071,133.695463,1,27.01867,3,89.529105,4.587144
15,12,52,30.824804,86.954668,5.387587,164.179683,coconut,11.89397,3,8.401017,1.076672,374.061752,4.533744,5,18.447701,4.490758,138.848575,1,13.83793,2,77.359367,1.090245
22,60,18,19.59221047,61.28633405,6.74398035,41.7704893,lentil,11.908288521970295,3,11.87892454932975,3.160515995604345,409.5818997164872,1.1813482525994417,3,15.15959043217057,43.510860473123714,113.72324073670846,3,3.796757156112968,2,25.39070925780625,4.56975029805194
39,51,72,20.777915,23.946152,5.984843,37.200892,chickpea,25.003007,1,7.82952,16.089661,411.897062,6.506515,2,14.668919,64.721802,106.904179,3,17.196767,3,56.600577,1.998703
116,16,76,37.538019,94.920803,6.707135,31.563039,muskmelon,17.992227,2,5.528285,1.775563,400.821332,8.617719,1,9.311783,46.078782,135.534379,1,33.877354,1,55.543655,3.863476
22,38,15,33.18228,52.080362,3.816667,52.713935,mothbeans,15.15186,1,10.517436,6.264869,432.452833,3.186885,6,9.84495,60.207769,56.716859,2,15.071908,2,91.925617,4.556605
19,66,61,21.904298,15.243971,6.632352,35.526216,chickpea,26.303368,2,7.209397,4.099646,358.890467,2.9023,3,17.411993,24.975031,174.432599,3,25.095951,1,14.812983,4.479443
14,31,10,34.934331,66.236612,7.321287,149.999973,mango,17.166609,3,6.574959,10.234321,362.284208,8.606728,1,16.093397,59.199425,79.387545,3,14.03039,2,79.018982,2.097681
90,52,25,25.97482359,69.36385721,6.822586546,103.2234212,maize,21.98964006860073,1,10.342484070593438,16.583664875326335,442.5406299173002,4.599840117844138,2,7.911198715414407,50.71018392194593,117.7791919535364,3,42.68537362266174,3,89.51313080277625,2.874749671453941
17,30,33,20.115559,93.940677,5.984912,148.521489,apple,12.741978,2,8.618068,18.502911,367.850108,9.345837,1,14.879012,98.269046,190.956268,2,18.484411,1,84.713398,1.824263
31,27,23,25.982846,71.727283,6.415223,113.636017,mango,17.439595,2,5.053518,1.021106,383.951822,7.454239,5,19.914185,18.919586,117.280553,3,43.515902,1,89.890737,3.934501
86,70,72,25.770946,79.134862,6.292643,160.621118,banana,16.868107,1,11.274533,12.554136,376.582867,8.80711,4,16.020595,53.496256,129.040164,2,11.480339,3,8.777118,3.618292
28,59,29,28.66855,85.416746,6.552926,33.678841,mungbean,21.698324,1,6.953265,4.231399,371.318601,2.000754,6,6.9521,27.186918,70.165484,2,6.9426,3,84.944755,3.395005
11,19,24,21.982076,93.262758,6.10597,181.664061,apple,18.462833,3,7.242379,1.444064,428.994676,2.370922,6,16.282623,23.424309,83.639332,1,7.965079,1,53.444383,3.6439
33,37,30,24.059696,81.74915,6.59574,150.08082,pomegranate,14.265257,2,6.451332,12.397661,403.342248,8.053737,2,17.332971,44.044602,142.019857,2,0.532142,3,7.697072,4.019042
24,16,25,24.534939,90.098093,6.421866,197.449436,apple,17.194703,2,7.957625,18.396844,410.326704,3.470201,3,6.911493,40.850254,178.397641,1,48.867718,3,58.092221,1.939557
15,37,34,20.842385,94.548434,6.434477,164.886305,apple,10.258086,1,8.567268,19.548649,429.386275,6.082623,4,15.429805,34.417292,178.184724,3,41.648933,1,70.5029,3.5958
27,56,28,15.629086,68.391447,6.375975,46.575781,lentil,20.884818,3,5.734567,18.577287,439.957359,1.991541,6,16.204899,50.447246,64.727683,2,46.286608,1,63.945511,1.294556
10,12,49,31.051215,86.966783,5.300915,141.762058,coconut,23.260155,1,7.101322,9.160005,444.713134,7.680856,3,9.461549,4.740638,131.642039,3,15.039562,2,60.85986,1.976255
72,69,62,21.47774,68.524675,7.408032,72.837704,maize,13.590548,1,5.984888,6.600945,394.027113,2.530911,2,14.263416,26.376333,175.332046,1,35.3568,2,43.914812,3.998985
71,41,40,35.163992,82.309643,6.947415,151.540812,jute,12.92843,1,8.155194,19.554791,430.995867,3.112464,4,14.979792,89.721387,95.739658,2,49.361285,3,85.330405,1.407896
53,47,77,30.69219,90.187045,7.478322,130.092783,papaya,26.431233,3,11.5161,3.107508,398.982305,7.802982,5,16.813356,16.798554,107.425703,1,9.124657,1,44.658803,2.071442
25,35,12,30.281794,67.433545,6.536258,35.994809,blackgram,17.769485,3,10.071287,0.365347,437.775032,5.23118,2,7.783402,23.139796,163.267696,1,2.178382,1,87.453695,1.431935
34,16,44,34.655233,83.647192,6.690715,172.747979,pomegranate,23.705502,3,9.646379,12.134979,425.321365,5.285919,1,8.448535,8.013463,149.540669,3,46.883468,1,32.193517,4.982235
2,24,38,24.55981624,91.63536236,5.922935513,111.9684622,pomegranate,29.82073358067431,1,5.229433445769335,11.642977760924872,358.9806938418626,2.056651290642166,6,6.456733572143127,74.80624577650414,182.6310306728817,3,1.257897127552754,2,88.36356341169642,4.978824136865915
24,25,21,17.198578,93.664963,7.304563,158.176879,orange,22.957418,2,10.923185,11.805677,413.33706,1.382905,1,9.404484,34.741573,103.606235,2,31.937179,1,54.207722,3.263076
21,11,13,14.772738,93.425628,6.052105,114.129767,orange,11.000536,2,7.05353,6.841903,428.83631,9.987197,2,6.315471,40.43586,191.895564,1,9.925067,1,44.884984,3.18545
18,88,38,16.772583,20.644216,6.695923,59.624042,kidneybeans,16.649553,3,6.228742,3.073379,371.066826,5.156509,3,13.356251,87.40242,154.956021,2,39.138238,2,75.991371,3.153778
58,55,47,26.05375792,93.69111672,6.742490027,240.6863901,papaya,28.531181252908315,3,10.90337389622462,3.911184248935491,362.9395830741769,7.329607316752662,2,7.039409912344215,23.70713749066993,128.9369769910385,1,49.84185964277522,2,63.131271468400485,2.783781641349805
88,68,48,34.627143,82.733429,6.363441,154.853532,jute,17.131176,2,6.830096,13.003795,413.672031,8.283679,3,6.602496,25.822154,59.288807,2,22.745982,1,84.165728,4.916496
25,20,47,31.499244,83.792615,7.006133,179.243293,pomegranate,16.258841,1,11.662923,0.040046,362.825714,9.099008,6,7.811348,73.551827,172.224589,2,24.575928,2,41.187058,3.484953
81,45,35,26.52872817,80.12267476,6.158376967,218.9163567,rice,10.664596611430836,3,10.30512371925064,1.9802437947808715,383.25166153387386,5.786553038348169,2,12.463467033144376,21.71469305735925,165.79366141632315,1,12.37146533845328,2,12.092905072536308,2.5105887784097
25,36,25,25.559723,72.350722,6.580052,46.676102,blackgram,20.105443,1,9.221375,4.404992,357.591052,4.585688,4,9.798038,7.982347,169.833963,1,23.2811,3,94.360661,3.063774
72,37,50,26.076397,81.659549,6.254626,297.055311,rice,27.621841,2,7.371744,3.912296,382.610502,3.18862,3,12.550754,96.559098,163.793287,1,40.300654,2,47.66915,4.083258
37,16,56,25.012355,85.867399,5.570983,133.425328,pomegranate,19.878,1,11.35906,7.623066,367.506561,6.434298,6,8.938083,47.911114,111.795684,2,48.705473,2,3.417221,4.278902
66,33,38,24.486805,87.314965,6.328751,201.978625,rice,29.944813,3,7.899631,19.904732,352.100496,4.081556,3,19.50829,91.837042,192.255636,2,48.643076,3,12.330056,4.242883
28,53,35,30.174593,84.68429,6.799721,53.550232,mungbean,15.326838,3,8.296778,12.86238,394.359556,2.498328,3,10.556504,54.612205,160.978103,3,31.403806,1,18.864354,1.975433
37,37,13,22.886353,92.007452,5.694487,150.049877,apple,14.194514,2,7.478287,7.576009,366.028824,3.654219,5,13.581556,27.570222,83.639243,1,8.024951,1,42.822766,2.692315
22,39,11,30.17212,70.946322,7.065956,162.540393,mango,26.924878,1,6.400005,1.60598,407.725114,2.01959,1,6.334152,43.263696,163.407064,1,43.499045,3,1.136755,4.488895
22,24,49,27.35513,87.194746,5.282801,102.15637,coconut,24.965823,3,7.507974,7.121009,394.16558,3.139025,3,12.155279,94.718807,60.872053,2,4.343737,1,29.946088,1.191913
29,62,71,21.499706,24.676365,5.709455,60.327324,chickpea,17.550981,2,7.508039,13.43875,392.83874,4.280139,6,11.773667,82.105876,187.941682,3,11.759791,2,15.759289,1.53896
65,69,57,22.234902,74.063551,6.557372,77.333238,maize,26.993884,3,5.505196,10.304543,366.425971,7.549801,1,8.66894,36.165824,125.439756,1,6.798436,1,6.684888,1.115083
16,52,25,21.846143,66.866856,6.587854,61.120488,pigeonpeas,17.152058,3,8.667769,19.965284,442.277512,9.135439,1,16.407822,75.340903,143.513871,1,48.101073,3,51.867764,4.869243
104,73,46,29.1400919,80.1190228,6.28236237,90.45142867,banana,27.14673244031797,2,11.82325042889975,15.27077283180294,417.2027712335599,9.435198362659824,6,9.5372511934256,50.28482956993214,164.66024351651748,3,24.14714764734704,3,1.1467196158396864,2.2622379798867165
97,14,20,16.413399,91.156001,4.277973,160.688916,coffee,10.493782,1,10.422096,6.455523,385.151163,5.543098,3,14.980204,87.681922,115.260089,1,34.15945,3,64.566701,1.703022
81,55,54,22.272101,80.770583,6.835146,203.786769,rice,14.417824,2,11.050281,0.451065,375.212244,7.443862,4,13.896511,33.819598,63.829402,1,21.982204,1,91.069579,2.013592
16,22,15,11.869893,91.809083,6.130762,66.215659,grapes,10.045172,1,11.443058,19.537594,428.036654,5.759279,3,8.527772,48.448246,88.208205,2,45.016994,2,43.184767,3.31763
61,58,45,25.592129,88.859969,6.448145,156.374667,jute,15.666588,1,7.704033,17.333161,374.031617,1.736002,5,16.268033,61.921081,65.246288,3,23.10816,3,77.497787,1.182807
20,38,26,28.455557,50.072001,4.564357,36.058303,mothbeans,24.274937,3,5.837937,11.48491,411.712912,8.45638,1,19.731418,86.996283,196.148899,3,17.876736,1,25.880013,2.811886
77,50,33,24.337116,88.414476,6.764068,190.664438,rice,29.355874,3,7.414911,19.876663,388.71457,4.172329,1,5.895836,63.390913,60.15553,3,0.76236,1,4.23427,3.048094
12,41,28,33.619408,80.679735,7.135452,44.036265,mungbean,19.981857,2,9.918459,7.937338,354.871681,5.775106,6,13.816262,98.556773,178.004354,1,9.821592,1,72.444377,3.100481
12,40,29,27.560292,56.163815,6.283234,32.020461,mothbeans,21.328235,1,10.114171,15.832587,366.063701,7.05279,3,14.848405,61.740372,184.319451,2,25.561081,1,95.219724,3.946996
18,24,21,24.189943,82.690788,5.760067,78.052612,grapes,14.092995,1,9.637937,2.965036,413.062714,9.628898,1,10.716434,72.998625,78.663337,2,26.21625,1,85.987871,3.396752
78,72,72,26.144366,57.430223,7.247337,106.903336,maize,21.497186,3,10.961314,0.885411,388.669288,5.886896,3,13.221617,37.48365,81.096788,1,48.05606,1,14.739768,2.133349
72,59,38,22.737571,81.280957,5.921025,236.74476,rice,20.072587,3,7.746337,8.304706,363.224226,1.743149,5,13.156188,92.603727,120.70763,1,33.263684,1,91.561866,1.04658
35,58,20,29.38538562,63.47742011,5.761702519,90.05422663,pigeonpeas,20.519347500263585,3,6.077312315215153,7.809820325771961,372.2651173075719,2.617698002580628,1,16.61623398660741,8.904757695427346,94.53547347950274,2,36.55597204748761,2,87.23955669756691,2.4147997789373328
42,59,55,40.10207731,94.35110201,6.979102243,149.1199989,papaya,25.366454882396543,3,7.14360928854546,13.70629312142627,384.472627255641,6.760240468982643,4,6.465600765200482,4.919546003054465,90.3097770916595,3,11.277726887542382,2,71.2109121341481,3.0001213235409967
84,7,51,26.81530456,87.65694462,6.399669044,55.74073582,watermelon,17.74959335643334,2,7.912803561907983,13.111270364581223,427.2785077991402,2.338066301092808,4,12.126471591694337,69.17302025929001,67.1883483586093,2,21.58758804009032,1,55.72761443633092,3.7901315367148247
23,20,13,24.446017,79.314527,7.16991,120.778701,mango,14.351396,2,8.632596,14.436372,411.403699,7.393024,6,13.501618,79.109498,85.911274,1,39.656387,3,63.185558,2.576488
13,41,11,26.633778,53.827998,3.864153,35.457429,mothbeans,27.842033,1,8.120574,9.274726,415.613543,8.890916,1,11.978978,47.445436,119.959626,2,35.901784,1,2.562379,4.994159
12,15,9,12.488523,91.954664,6.229794,194.43577,orange,12.811281,3,8.671128,12.900491,389.163296,2.05336,6,15.237457,57.960653,115.605334,1,49.250676,2,48.812783,2.905713
110,12,67,28.733156,88.065106,6.110705,48.31042,watermelon,28.551243,2,6.257196,6.962395,371.157979,9.02078,6,7.174039,8.732334,155.222262,2,16.241119,1,39.970829,1.215523
114,14,70,31.866139,94.855466,6.389293,48.50498,watermelon,29.583979,3,11.244979,8.262999,445.574517,5.605808,6,16.350864,56.336831,138.596851,3,8.908321,1,20.871047,1.386467
118,59,75,27.054752,85.346605,5.837885,163.470221,banana,24.974079,1,8.004706,14.805894,369.717181,1.91712,2,16.943358,66.367828,54.750903,2,0.302268,3,24.746099,3.621336
23,47,20,26.061333,48.429371,5.554377,30.423745,mothbeans,17.266109,2,10.971524,12.741336,426.223735,9.305043,6,18.74806,94.664237,83.602596,3,33.412788,2,25.396671,4.223185
22,62,10,21.750271,64.898031,6.204726,40.071378,lentil,12.675421,2,7.548516,2.4704,447.592753,8.750209,3,17.720618,42.312148,129.09471,1,47.632932,1,71.262996,3.763384
103,58,40,34.998979,77.372671,6.020064,191.274662,banana,10.70689,2,11.656804,19.660697,351.92926,8.049665,4,17.154661,43.986732,115.14377,1,47.247425,1,24.783705,1.140082
26,56,19,31.475993,41.780833,5.918904,48.595838,mothbeans,27.438069,1,11.14754,18.393273,400.036349,7.663206,3,7.546597,65.658018,118.170141,2,43.287938,3,8.179152,2.571559
20,56,28,28.136218,53.953974,4.680491,38.644437,mothbeans,26.112411,1,11.865091,11.150984,375.253951,8.917084,6,15.715279,46.393731,188.169737,2,9.540635,2,99.870788,3.106968
18,66,14,26.131014,41.509438,5.77521,93.820073,pigeonpeas,28.91095,1,6.391892,1.783652,426.027209,9.410169,5,6.11839,89.293435,166.301924,2,5.839196,2,42.946787,1.235913
102,17,28,22.067206,90.024379,4.861708,242.833083,coffee,21.327002,1,9.015806,14.15697,438.630626,2.926727,6,19.81026,6.215036,190.796634,2,0.396566,2,24.94195,4.89892
10,15,27,20.299182,91.325947,5.744404,148.689851,apple,10.024014,3,11.505505,19.12193,358.367187,7.627244,6,8.1586,64.370674,173.529308,3,4.693541,3,38.807428,2.003669
6,124,200,22.98208095,93.84505029,5.971332179,109.5852253,apple,13.764079363863924,2,11.978029634264718,17.66546104251525,351.3128431856589,5.413102640120094,4,12.531261424108838,23.75819508799266,135.8812099297652,2,45.5576904291672,2,87.5853534121824,1.333507086993547
15,40,11,33.181169,51.48655,5.310722,35.282503,mothbeans,29.15876,1,10.077871,11.998494,400.10515,1.698683,6,18.578168,78.742155,62.044873,3,22.14083,3,87.447781,3.65471
82,66,67,30.284535,71.496305,6.444528,158.797256,jute,19.366529,1,9.766256,8.244195,356.522123,5.517479,4,13.839798,55.464471,75.486508,1,20.31635,3,34.31815,3.780033
11,39,35,33.756264,50.321794,6.789436,106.332691,mango,22.623048,3,7.738167,0.889925,404.718172,5.312554,5,6.489902,36.565056,120.689552,2,12.405735,3,40.446395,3.071279
20,73,13,17.686442,66.264455,6.1938,51.546607,lentil,21.849569,2,8.671141,12.693334,355.791734,9.087374,3,12.205701,82.59261,132.781721,3,15.878755,3,50.930666,3.950295
62,33,30,21.674261,82.271796,6.081473,255.170939,rice,11.270046,3,9.163802,17.220299,368.062141,6.564565,5,11.367665,50.317076,79.233798,2,30.47814,1,93.277342,2.980224
58,46,45,42.39413392,90.79028064,6.576261427,88.46607497,papaya,24.630705355725333,1,9.838624617032435,18.19039515081697,363.06215302282817,3.31324097075578,4,6.490374642651632,68.01188642108986,50.59066760979931,1,32.90311473854091,3,11.799474243377794,1.9022084360826688
11,39,19,26.837411,57.175103,5.869624,96.546065,mango,24.797801,1,11.93879,17.27705,360.313603,7.384859,4,17.820917,27.295522,168.5614,2,35.112463,1,50.980494,4.238761
18,14,11,28.04799508,90.00621688,6.550814117,117.1311498,orange,22.869532887274897,2,8.587313261994838,7.922319446652121,387.846342902421,7.779835713220713,2,7.1102644709296605,64.61569832958212,92.14397378109769,1,39.65138581681208,2,26.654595488460288,2.947492918417998
91,52,48,28.125605,86.885022,5.657379,150.308398,banana,10.702078,2,10.467992,17.37722,446.492294,4.939436,1,18.726368,43.129417,78.074088,1,49.688521,1,99.594427,3.081639
21,23,13,27.069705,79.289099,6.454818,95.770192,mango,26.83604,3,7.105185,3.834073,429.082081,3.607253,5,7.910646,66.123204,184.022034,2,22.182609,2,84.696451,3.358032
63,58,50,43.03714283,94.6428898,6.720744449,41.5856585,papaya,24.05184914662287,3,9.098483094141416,14.821606287440654,440.28735842551663,4.432708265144523,4,14.913553995010304,37.461647522841645,65.24990332515739,1,35.017212418599684,2,53.96992972376326,3.3503873732527203
3,18,31,31.65333432,48.20662669,6.392313973,91.09745581,mango,12.045818537223123,2,11.17854575729728,14.462440173864788,382.93352075275385,7.031637447651523,2,8.012454116402086,41.62839697955012,130.46750481159933,3,4.009759647512462,1,64.45514156303686,1.8340978457647608
35,29,13,20.127918,91.837728,6.443132,191.661204,apple,13.039147,2,6.140331,1.615203,403.683227,7.325168,1,12.903845,89.013248,97.333729,3,22.458437,2,94.975341,2.151337
119,23,29,26.923681,86.120526,7.863283,74.099461,cotton,19.982996,1,10.564437,9.628443,393.87334,5.903061,2,17.416057,16.684256,196.430365,3,14.357294,1,63.990272,4.998648
40,21,71,28.442139,90.698557,7.373352,178.157424,papaya,19.657504,3,7.866094,7.549454,384.878337,4.458535,4,5.487994,73.120126,155.634021,1,20.925257,3,37.196595,1.507322
17,77,23,24.51324787,20.81527638,5.670062975,64.19497947,kidneybeans,29.59891522667612,3,6.881596136998308,5.829400501126997,396.7110919595346,4.747525614127909,4,8.556008376552274,3.3658861848583688,183.56553503648823,1,25.52351568110463,2,55.23343305698195,3.971081543496998
88,22,26,16.090731,94.926734,3.866304,163.137524,coffee,22.418088,1,9.860131,7.040416,383.467231,4.455655,4,19.195988,39.690092,168.122247,2,49.034094,3,80.807719,2.519438
94,16,21,25.915841,93.971042,6.050773,176.982856,coffee,22.945355,1,9.214448,11.685716,417.553013,7.114407,4,14.030611,96.550648,77.539833,2,21.192266,2,8.100256,3.967446
69,33,40,21.596558,84.875712,6.430991,195.439636,rice,26.302496,2,9.148295,14.578903,412.325489,6.685502,1,11.952509,81.787272,159.525493,2,20.653172,3,80.792971,3.643895
13,84,29,15.906482,18.223369,6.327047,42.822217,kidneybeans,26.123439,3,8.879179,6.28036,448.531541,6.108277,4,12.500465,77.888101,132.084512,2,27.52723,2,79.965228,1.152005
96,86,51,29.90888522,76.98740841,6.257369799,91.99964712,banana,28.77461744817684,1,7.694074293233861,16.18337528886357,364.2448230618667,5.740019822028858,5,15.337410382062473,96.211009829775,149.89228123683662,3,0.1625524871048944,1,52.86290933411205,4.538575530013052
78,43,42,21.32376327,83.00320459,7.283736617,192.3197536,rice,26.958458153643253,3,11.513024035041528,13.171620444337286,405.7932062139446,8.959053347735628,6,5.511130495515904,15.560573364494925,127.8709880901036,3,49.68373215866776,2,44.23937121236209,4.465167105403804
8,136,201,41.65602996,82.22118237,5.609255992,74.19664838,grapes,24.43952238826997,2,8.993371822317629,5.693625193255554,350.1129099284737,9.479764546641643,4,17.32232250193894,20.11965630041336,52.96484560113024,3,8.651581224393556,1,95.33081102689184,3.183705727232052
29,48,24,28.622617,79.354871,6.765581,67.403937,blackgram,11.991182,2,10.165715,0.854879,391.24382,3.933652,5,9.162349,51.149458,76.019002,3,22.385177,1,39.852865,2.670274
10,78,22,18.112917,60.392855,7.16573,31.601694,lentil,24.564869,2,8.334482,12.056305,436.609656,3.397581,1,16.274083,4.991373,81.788297,2,33.903411,2,47.943011,2.708289
